Year,Value,Unit,Country,Sector,Source,Scenario,DataType,Method,Notes
2017,14.676494117293322,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2018,15.13740794770719,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2019,15.51306975314799,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2020,15.998607693241421,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2021,16.40135608578734,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2022,16.82785413896433,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2023,17.41249705326082,MtCO2e,Viet Nam,Waste,EDGAR,,Historical,GHG_by_sector_and_country summed across EDGAR substances by sector.,"Substances: CO2, GWP_100_AR5_CH4, GWP_100_AR5_F-gases, GWP_100_AR5_N2O"
2000,8.55,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2001,8.9,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2002,12.33,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2003,15.38,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2004,18.81,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2005,24.09,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2006,25.96,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2007,28.16,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2008,29.93,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2009,33.22,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2010,41.34,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2011,41.16,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2012,42.54,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2013,46.22,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2014,56.67,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2015,78.34,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2016,87.64,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2017,83.84,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2018,104.89,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2019,131.23,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2020,128.97,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2021,120.51,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2022,110.15,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2023,130.79,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2024,147.58,MtCO2,Viet Nam,Power sector,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Total generation
2000,0,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2001,0,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2002,0,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2003,0,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2004,0,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2005,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2006,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2007,0.02,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2008,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2009,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2010,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2011,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2012,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2013,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2014,0.01,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2015,0.02,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2016,0.03,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2017,0.05,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2018,0.11,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2019,0.08,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2020,0.07,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2021,0.07,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2022,0.08,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2023,0.19,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2024,0.22,MtCO2,Viet Nam,Power sector - Bioenergy,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Bioenergy
2000,2.8,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2001,2.88,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2002,4.37,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2003,6.48,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2004,6.41,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2005,9.83,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2006,10.92,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2007,11.04,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2008,10.98,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2009,11.09,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2010,14.11,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2011,17.62,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2012,18.71,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2013,21.12,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2014,30.57,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2015,49.54,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2016,60.05,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2017,59.18,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2018,79.65,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2019,104.23,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2020,106.14,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2021,102.11,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2022,89.7,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2023,111.51,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2024,131.28,MtCO2,Viet Nam,Power sector - Coal,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Coal
2000,2.43,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2001,2.46,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2002,4.64,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2003,6.7,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2004,10.87,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2005,12.43,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2006,13.64,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2007,14.82,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2008,17.29,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2009,20.24,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2010,24.88,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2011,22.07,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2012,22.48,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2013,23.24,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2014,24.15,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2015,26.8,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2016,25.26,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2017,22.46,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2018,22.66,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2019,23.66,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2020,19.29,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2021,14.65,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2022,16.27,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2023,14.67,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2024,12.15,MtCO2,Viet Nam,Power sector - Gas,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Gas
2000,0.35,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2001,0.43,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2002,0.43,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2003,0.45,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2004,0.42,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2005,0.39,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2006,0.47,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2007,0.53,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2008,0.62,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2009,0.71,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2010,0.68,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2011,0.98,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2012,1.27,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2013,1.37,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2014,1.48,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2015,1.33,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2016,1.52,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2017,2.04,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2018,1.97,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2019,1.57,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2020,1.73,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2021,1.87,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2022,2.28,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2023,1.92,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2024,2.11,MtCO2,Viet Nam,Power sector - Hydro,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Hydro
2010,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2011,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2012,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2013,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2014,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2015,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2016,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2017,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2018,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2019,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2020,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2021,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2022,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2023,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2024,0,MtCO2,Viet Nam,Power sector - Nuclear,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Nuclear
2000,2.97,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2001,3.13,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2002,2.89,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2003,1.75,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2004,1.11,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2005,1.43,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
2006,0.92,MtCO2,Viet Nam,Power sector - Other fossil,EMBER,,Historical,Historical EMBER yearly power-sector emissions.,EMBER series: Other fossil
